tbl;Year;quarter;citymarketid;cityname;airportid;apt;TotalMkts;TotalFaredPax;TotalPerLFMkts;TotalAvgHubFare;TotalPerPrem;SHMkts;SHPax;SHPerLFMkts;SHAvgHubFare;SHPerPrem;LHMkts;LHPax;LHPerLFMkts;LHAvgHubFare;LHPerPrem;tbl7pk
Table 7;2010;3;30476;Shreveport, LA;14814;SHV;25;46,280;0.0000;272.74;0.2753;6;13,170;0.0000;316.50;0.4598;19;33,110;0.0000;255.33;0.2004;2010314814SHV
Table 7;2016;2;30431;Asheville, NC;10431;AVL;41;117,560;0.3944;225.29;-0.0266;21;85,720;0.5410;180.69;-0.1516;20;31,840;0.0000;345.37;0.2283;2016210431AVL
Table 7;2014;4;34574;Roanoke, VA;14574;ROA;34;68,970;0.0000;274.57;0.0995;16;41,240;0.0000;225.75;0.0218;18;27,730;0.0000;347.19;0.1868;2014414574ROA
Table 7;2018;2;30194;Dallas/Fort Worth, TX;11298;DFW;189;5,854,410;0.4382;228.05;0.1256;68;1,414,800;0.1727;213.37;0.1232;121;4,439,610;0.5228;232.72;0.1264;2018211298DFW
Table 7;2009;4;33795;Jacksonville/Camp Lejeune, NC;13795;OAJ;15;14,540;0.0000;262.88;0.1141;12;9,630;0.0000;217.31;-0.1198;3;4,910;0.0000;352.26;0.6422;2009413795OAJ
Table 7;2011;1;30476;Shreveport, LA;14814;SHV;19;38,160;0.0000;283.53;0.2262;6;12,550;0.0000;313.57;0.4117;13;25,610;0.0000;268.80;0.1405;2011114814SHV
Table 7;2019;3;34685;Savannah, GA;14685;SAV;71;511,580;0.4961;202.09;-0.0402;25;177,600;0.5455;184.87;-0.1217;46;333,980;0.4699;211.25;0.0031;2019314685SAV
Table 7;2012;1;32884;Lansing, MI;12884;LAN;20;42,360;0.8477;191.26;-0.1505;9;21,130;0.8386;184.27;-0.1810;11;21,230;0.8568;198.22;-0.1202;2012112884LAN
Table 7;2015;3;30792;Buffalo, NY;10792;BUF;74;994,040;0.8348;206.61;-0.0625;34;490,070;0.7459;186.78;0.0114;40;503,970;0.9213;225.89;-0.1146;2015310792BUF
Table 7;2019;2;33667;Norfolk, VA (Metropolitan Area);13931;ORF;97;791,910;0.6636;251.56;0.0567;49;412,460;0.5878;216.80;0.0394;48;379,450;0.7460;289.33;0.0712;2019213931ORF
Table 7;2020;1;32280;Idaho Falls, ID;12280;IDA;12;22,470;0.5736;207.76;-0.0644;9;20,450;0.6303;179.17;-0.1513;3;2,020;0.0000;497.19;0.4928;2020112280IDA
Table 7;2015;1;30615;El Paso, TX;11540;ELP;60;409,180;0.8658;246.62;0.0201;17;241,650;0.8875;211.43;-0.0068;43;167,530;0.8345;297.39;0.0493;2015111540ELP
Table 7;2013;1;31986;Grand Rapids, MI;11986;GRR;55;334,340;0.6169;239.93;0.0619;23;90,650;0.2342;275.32;0.3590;32;243,690;0.7593;226.76;-0.0335;2013111986GRR
Table 7;2010;4;32896;Lubbock, TX;12896;LBB;39;183,830;0.7865;166.01;0.0032;11;132,260;0.8095;142.15;-0.0187;28;51,570;0.7274;227.19;0.0403;2010412896LBB
Table 7;2014;2;35096;Syracuse, NY;15096;SYR;59;359,640;0.5638;238.51;-0.0135;21;119,190;0.4156;206.48;0.0286;38;240,450;0.6373;254.39;-0.0295;2014215096SYR
Table 7;2019;3;34986;Sarasota/Bradenton, FL;14986;SRQ;59;268,720;0.4693;197.02;-0.0967;6;36,060;0.2188;218.20;0.0440;53;232,660;0.5081;193.73;-0.1175;2019314986SRQ
Table 7;2015;2;30158;Atlantic City, NJ;10158;ACY;10;179,290;1.0000;103.65;-0.5113;5;31,380;1.0000;82.01;-0.6491;5;147,910;1.0000;108.24;-0.4784;2015210158ACY
Table 7;2008;2;35412;Knoxville, TN;15412;TYS;61;280,170;0.0000;246.75;0.1358;34;175,440;0.0000;226.08;0.0768;27;104,730;0.0000;281.38;0.2262;2008215412TYS
Table 7;2012;3;35249;Tallahassee, FL;15249;TLH;35;78,180;0.0000;251.49;0.0527;9;37,630;0.0000;205.78;-0.0700;26;40,550;0.0000;293.91;0.1515;2012315249TLH
Table 7;2016;4;33667;Norfolk, VA (Metropolitan Area);14098;PHF;89;79,990;0.0000;267.95;0.1085;44;38,510;0.0000;238.95;0.0571;45;41,480;0.0000;294.87;0.1505;2016414098PHF
Table 7;2015;3;31641;Fayetteville, NC;11641;FAY;30;45,640;0.0000;255.40;-0.0348;16;21,910;0.0000;227.92;-0.0244;14;23,730;0.0000;280.77;-0.0424;2015311641FAY
Table 7;2007;4;30599;Birmingham, AL;10599;BHM;73;605,610;0.7779;179.50;-0.0449;40;403,090;0.7623;159.17;-0.0944;33;202,520;0.8090;219.97;0.0366;2007410599BHM
Table 7;2017;4;31650;Minneapolis/St. Paul, MN;13487;MSP;147;4,027,240;0.6113;212.53;0.0649;49;1,121,650;0.6719;192.44;0.1034;98;2,905,590;0.5879;220.28;0.0525;2017413487MSP
Table 7;2016;4;30189;Colorado Springs, CO;11109;COS;54;205,980;0.2032;224.60;-0.0529;9;66,590;0.4170;164.58;-0.2170;45;139,390;0.1011;253.27;0.0130;2016411109COS
Table 7;2013;2;33377;Monroe, LA;13377;MLU;12;9,960;0.0000;272.92;0.2441;3;5,130;0.0000;254.91;0.5734;9;4,830;0.0000;292.04;0.0419;2013213377MLU
Table 7;2007;4;32206;Harlingen/San Benito, TX;12206;HRL;30;162,770;0.9848;138.33;-0.1838;8;114,100;0.9953;112.84;-0.2389;22;48,670;0.9603;198.10;-0.0964;2007412206HRL
Table 7;2008;3;30581;Bangor, ME;10581;BGR;24;49,740;0.0000;258.04;0.1711;10;23,910;0.0000;249.65;0.3532;14;25,830;0.0000;265.80;0.0484;2008310581BGR
Table 7;2019;3;30325;Denver, CO;11292;DEN;182;8,749,740;0.9656;187.97;-0.0660;46;1,943,340;0.9662;165.22;-0.1180;136;6,806,400;0.9654;194.46;-0.0525;2019311292DEN
Table 7;2011;1;31612;Evansville, IN;11612;EVV;20;23,120;0.0000;273.47;0.5101;8;12,960;0.0000;283.47;1.1622;12;10,160;0.0000;260.71;0.0647;2011111612EVV
Table 7;2012;3;33264;Medford, OR;13264;MFR;32;93,720;0.0000;190.36;-0.1758;14;67,760;0.0000;160.14;-0.2371;18;25,960;0.0000;269.24;-0.0583;2012313264MFR
Table 7;2008;3;30397;Atlanta, GA (Metropolitan Area);10397;ATL;158;5,671,790;0.8477;192.72;0.0887;93;3,327,270;0.8266;173.86;0.0727;65;2,344,520;0.8776;219.49;0.1072;2008310397ATL
Table 7;2010;2;31995;Greensboro/High Point, NC;11995;GSO;61;273,430;0.0000;218.37;0.0971;38;186,700;0.0000;200.25;0.1126;23;86,730;0.0000;257.36;0.0721;2010211995GSO
Table 7;2012;4;31703;New York City, NY (Metropolitan Area);11618;EWR;174;3,442,080;0.5569;266.47;0.2691;57;602,470;0.3596;240.74;0.5928;117;2,839,610;0.5988;271.93;0.2224;2012411618EWR
Table 7;2015;1;31986;Grand Rapids, MI;11986;GRR;58;410,630;0.7100;235.69;-0.0102;24;107,630;0.5190;263.69;0.1567;34;303,000;0.7778;225.74;-0.0661;2015111986GRR
Table 7;2016;2;30693;Nashville, TN;10693;BNA;103;2,281,730;0.8897;220.67;0.0676;58;1,251,170;0.8347;208.40;0.0364;45;1,030,560;0.9564;235.56;0.1034;2016210693BNA
Table 7;2017;4;30647;Cleveland, OH (Metropolitan Area);11042;CLE;97;1,522,780;0.7741;203.20;0.0012;46;716,750;0.5744;197.07;0.1117;51;806,030;0.9516;208.66;-0.0760;2017411042CLE
Table 7;2020;1;30868;Columbia, SC;10868;CAE;50;141,850;0.0000;255.91;0.0870;25;81,440;0.0000;225.00;0.0242;25;60,410;0.0000;297.57;0.1595;2020110868CAE
Table 7;2015;3;31067;Champaign/Urbana, IL;11067;CMI;19;12,840;0.0000;300.51;0.0951;3;2,330;0.0000;294.68;0.1930;16;10,510;0.0000;301.81;0.0760;2015311067CMI
Table 7;2011;3;30255;Huntsville, AL;12217;HSV;54;211,320;0.2595;248.85;0.1926;24;126,570;0.3762;218.00;0.1602;30;84,750;0.0852;294.93;0.2305;2011312217HSV
Table 7;2009;2;30529;Hartford, CT;10529;BDL;88;1,151,600;0.6758;185.24;0.0924;30;302,690;0.5233;169.67;0.2011;58;848,910;0.7302;190.79;0.0620;2009210529BDL
Table 7;2020;1;34653;Tulsa, OK;15370;TUL;60;326,170;0.8103;232.26;0.0232;17;153,170;0.6840;219.11;0.0204;43;173,000;0.9221;243.90;0.0255;2020115370TUL
Table 7;2011;1;31252;Daytona Beach, FL;11252;DAB;35;77,730;0.0000;182.90;-0.1726;5;17,070;0.0000;181.67;-0.1124;30;60,660;0.0000;183.25;-0.1880;2011111252DAB
Table 7;2016;2;30868;Columbia, SC;10868;CAE;58;205,500;0.0000;254.35;0.0238;31;116,280;0.0000;238.55;0.0132;27;89,220;0.0000;274.95;0.0361;2016210868CAE
Table 7;2009;3;30424;Wausau/Mosinee/Stevens Point, WI;11203;CWA;23;26,400;0.0000;186.54;-0.0862;;;;;;23;26,400;0.0000;186.54;-0.0862;2009311203CWA
Table 7;2008;4;33495;New Orleans, LA;13495;MSY;98;1,609,960;0.8084;171.62;-0.0824;35;749,760;0.7823;143.38;-0.1277;63;860,200;0.8310;196.23;-0.0509;2008413495MSY
Table 7;2010;3;33038;Laredo, TX;13061;LRD;7;24,090;0.0000;156.39;-0.1793;2;5,160;0.0000;185.76;0.0551;5;18,930;0.0000;148.38;-0.2371;2010313061LRD
Table 7;2016;3;30781;Baton Rouge, LA;10781;BTR;34;80,160;0.0000;267.88;0.1205;9;37,540;0.0000;260.13;0.2445;25;42,620;0.0000;274.71;0.0344;2016310781BTR
Table 7;2014;3;30423;Austin, TX;16440;AUS;112;1,984,440;0.9092;230.74;0.0189;25;321,300;0.8424;200.92;0.0405;87;1,663,140;0.9221;236.50;0.0154;2014316440AUS
Table 7;2015;2;30977;Chicago, IL;13232;MDW;152;2,988,720;0.9888;189.18;-0.0467;71;1,090,130;0.9851;179.09;0.0118;81;1,898,590;0.9909;194.97;-0.0749;2015213232MDW
Table 7;2016;1;31123;St. Louis, MO;15016;STL;97;1,805,290;0.9086;217.38;0.0508;47;778,010;0.8355;206.67;0.0175;50;1,027,280;0.9639;225.49;0.0753;2016115016STL
Table 7;2009;4;34489;Bend/Redmond, OR;14489;RDM;20;53,690;0.0000;142.23;-0.2518;6;27,920;0.0000;115.82;-0.3762;14;25,770;0.0000;170.83;-0.1234;2009414489RDM
Table 7;2012;2;30476;Shreveport, LA;14814;SHV;32;65,950;0.0000;258.32;0.0565;7;15,730;0.0000;304.95;0.3497;25;50,220;0.0000;243.72;-0.0264;2012214814SHV
Table 7;2014;1;34576;Rochester, NY;14576;ROC;58;394,460;0.7887;208.74;-0.0174;24;161,650;0.6242;194.67;0.2214;34;232,810;0.9029;218.51;-0.1234;2014114576ROC
Table 7;2013;1;32206;Harlingen/San Benito, TX;12206;HRL;20;104,790;0.9485;174.87;-0.0893;7;69,780;0.9507;144.29;-0.1312;13;35,010;0.9440;235.82;-0.0323;2013112206HRL
Table 7;2011;1;32945;Lexington, KY;12945;LEX;46;138,050;0.2464;217.14;0.0116;21;72,250;0.2522;211.24;0.0396;25;65,800;0.2401;223.63;-0.0158;2011112945LEX
Table 7;2015;3;33667;Norfolk, VA (Metropolitan Area);14098;PHF;88;86,850;0.0000;275.42;0.0847;43;42,890;0.0000;245.02;0.0030;45;43,960;0.0000;305.07;0.1587;2015314098PHF
Table 7;2008;1;33044;Louisville, KY;14730;SDF;70;596,360;0.7631;177.31;-0.0979;39;371,680;0.6682;164.16;-0.0929;31;224,680;0.9200;199.05;-0.1046;2008114730SDF
Table 7;2015;3;34614;Salt Lake City, UT;14869;SLC;117;2,365,280;0.7996;231.63;0.0488;35;1,204,070;0.7192;174.99;-0.0185;82;1,161,210;0.8829;290.35;0.0958;2015314869SLC
Table 7;2014;4;31504;Valparaiso, FL;15624;VPS;36;77,960;0.0000;268.81;0.0980;10;27,170;0.0000;253.93;0.0464;26;50,790;0.0000;276.78;0.1252;2014415624VPS
Table 7;2013;2;34252;Pasco/Kennewick/Richland, WA;14252;PSC;33;104,980;0.0000;193.36;-0.1837;8;48,300;0.0000;144.68;-0.3228;25;56,680;0.0000;234.84;-0.0850;2013214252PSC
Table 7;2010;4;32467;Miami, FL (Metropolitan Area);11697;FLL;141;3,842,090;0.9241;164.43;-0.1496;32;542,090;0.7939;133.67;-0.1598;109;3,300,000;0.9455;169.49;-0.1482;2010411697FLL
Table 7;2009;2;34986;Sarasota/Bradenton, FL;14986;SRQ;46;270,350;0.9169;153.79;-0.0834;3;33,170;1.0000;142.59;-0.0464;43;237,180;0.9053;155.36;-0.0879;2009214986SRQ
Table 7;2010;1;32467;Miami, FL (Metropolitan Area);11697;FLL;145;4,123,360;0.9275;167.43;-0.1148;29;512,430;0.9010;141.56;-0.1146;116;3,610,930;0.9313;171.10;-0.1148;2010111697FLL
Table 7;2008;4;30785;Burlington, VT;10785;BTV;52;261,900;0.7788;188.32;-0.0665;17;95,000;0.6845;154.65;0.0334;35;166,900;0.8324;207.50;-0.1033;2008410785BTV
Table 7;2011;4;32337;Indianapolis, IN;12339;IND;99;1,423,600;0.8404;213.53;0.0097;56;572,240;0.7653;219.97;0.1045;43;851,360;0.8909;209.20;-0.0481;2011412339IND
Table 7;2015;1;30208;Augusta, GA;10208;AGS;31;49,030;0.0000;240.58;-0.1331;15;27,220;0.0000;218.18;-0.1743;16;21,810;0.0000;268.53;-0.0870;2015110208AGS
Table 7;2010;3;31953;Gainesville, FL;11953;GNV;18;19,030;0.0000;227.23;0.1392;4;6,270;0.0000;252.57;0.5882;14;12,760;0.0000;214.79;-0.0208;2010311953GNV
Table 7;2010;1;33486;Missoula, MT;13486;MSO;18;55,240;0.0000;165.57;-0.1889;5;28,620;0.0000;165.94;-0.1613;13;26,620;0.0000;165.17;-0.2168;2010113486MSO
Table 7;2016;2;33728;Pensacola, FL;14193;PNS;61;274,720;0.5888;261.36;0.1002;20;109,110;0.4151;236.48;-0.0068;41;165,610;0.7033;277.75;0.1710;2016214193PNS
Table 7;2010;4;30285;Durango, CO;11413;DRO;17;37,200;0.8132;174.14;0.0899;9;26,440;0.8366;155.82;0.1668;8;10,760;0.7556;219.17;-0.0226;2010411413DRO
Table 7;2016;3;31703;New York City, NY (Metropolitan Area);12478;JFK;179;4,330,550;0.8783;254.00;0.0950;55;752,330;0.8314;166.86;0.0860;124;3,578,220;0.8882;272.32;0.0962;2016312478JFK
Table 7;2014;1;30189;Colorado Springs, CO;11109;COS;48;150,050;0.0000;236.91;0.0039;8;43,030;0.0000;187.67;-0.1324;40;107,020;0.0000;256.71;0.0525;2014111109COS
Table 7;2013;4;32206;Harlingen/San Benito, TX;12206;HRL;25;106,330;0.9557;179.34;-0.1056;7;73,050;0.9591;148.83;-0.1582;18;33,280;0.9483;246.32;-0.0247;2013412206HRL
Table 7;2016;2;30140;Albuquerque, NM;10140;ABQ;84;896,410;0.9284;232.22;0.0311;20;372,660;0.9378;197.33;-0.0055;64;523,750;0.9217;257.04;0.0522;2016210140ABQ
Table 7;2010;4;32575;Los Angeles, CA (Metropolitan Area);14908;SNA;185;1,931,900;0.7176;187.03;-0.0007;27;780,870;0.9898;133.34;-0.0097;158;1,151,030;0.5330;223.46;0.0030;2010414908SNA
Table 7;2014;3;35041;Sun Valley/Hailey/Ketchum, ID;15041;SUN;13;27,280;0.0000;252.30;0.0540;9;24,120;0.0000;212.11;-0.0711;4;3,160;0.0000;559.03;0.7284;2014315041SUN
Table 7;2011;1;33277;Montgomery, AL;13277;MGM;19;27,140;0.0000;256.36;0.0988;7;17,640;0.0000;238.51;0.1080;12;9,500;0.0000;289.51;0.0852;2011113277MGM
Table 7;2008;2;30423;Austin, TX;16440;AUS;109;1,791,110;0.8067;186.59;-0.0052;26;441,490;0.8639;134.24;-0.1162;83;1,349,620;0.7880;203.71;0.0225;2008216440AUS
Table 7;2017;4;30620;Billings, MT;10620;BIL;34;106,170;0.1979;253.27;0.0511;5;39,300;0.0000;251.64;0.1364;29;66,870;0.3142;254.24;0.0072;2017410620BIL
Table 7;2016;3;32280;Idaho Falls, ID;12280;IDA;19;31,420;0.5999;214.28;-0.1382;12;25,590;0.7366;168.14;-0.2615;7;5,830;0.0000;416.80;0.2237;2016312280IDA
Table 7;2014;3;34674;Santa Fe, NM;14674;SAF;9;14,640;0.0000;284.59;0.2179;6;10,660;0.0000;242.93;0.2543;3;3,980;0.0000;396.19;0.1624;2014314674SAF
Table 7;2016;3;30977;Chicago, IL;13930;ORD;179;7,748,570;0.6330;194.32;0.0563;84;2,445,130;0.2441;193.00;0.1364;95;5,303,440;0.8123;194.93;0.0234;2016313930ORD
Table 7;2014;2;31624;Key West, FL;11624;EYW;41;113,450;0.5413;270.71;0.1920;7;24,060;0.7477;221.26;0.0640;34;89,390;0.4857;284.02;0.2228;2014211624EYW
Table 7;2012;3;30198;Pittsburgh, PA;14122;PIT;102;1,540,790;0.7279;207.64;0.0101;47;714,860;0.5934;182.59;0.0630;55;825,930;0.8444;229.31;-0.0234;2012314122PIT
Table 7;2009;4;31641;Fayetteville, NC;11641;FAY;38;61,190;0.0000;231.20;0.1596;22;36,710;0.0000;214.08;0.1607;16;24,480;0.0000;256.88;0.1582;2009411641FAY
Table 7;2015;2;32280;Idaho Falls, ID;12280;IDA;16;26,920;0.0000;214.53;-0.1323;12;21,370;0.0000;174.48;-0.2558;4;5,550;0.0000;368.77;0.2435;2015212280IDA
Table 7;2017;1;33502;Montrose/Delta, CO;13502;MTJ;26;43,340;0.1135;323.27;24.8006;7;14,700;0.3347;228.03;-4.3614;19;28,640;0.0000;372.15;38.0378;2017113502MTJ
Table 7;2012;3;33486;Missoula, MT;13486;MSO;35;108,720;0.0000;226.64;-0.0347;5;33,120;0.0000;204.58;-0.0165;30;75,600;0.0000;236.30;-0.0414;2012313486MSO
Table 7;2017;2;31823;Fort Wayne, IN;11823;FWA;41;107,010;0.3783;227.31;-0.0762;17;36,880;0.0683;266.12;0.1230;24;70,130;0.5413;206.90;-0.1752;2017211823FWA
Table 7;2011;4;31337;Duluth, MN;11337;DLH;12;21,960;0.0000;177.48;-0.1889;3;6,290;0.0000;183.12;-0.0498;9;15,670;0.0000;175.21;-0.2358;2011411337DLH
Table 7;2019;2;31603;Eugene, OR;11603;EUG;42;186,900;0.3578;215.68;-0.1469;9;66,120;0.2924;176.99;-0.2738;33;120,780;0.3936;236.86;-0.0812;2019211603EUG
Table 7;2018;2;31481;Panama City, FL;11481;ECP;54;190,810;0.8541;255.98;0.0917;17;94,650;0.7905;228.13;0.0015;37;96,160;0.9167;283.40;0.1756;2018211481ECP
Table 7;2016;3;33728;Pensacola, FL;14193;PNS;59;259,440;0.5776;253.52;0.0864;20;111,500;0.4250;228.35;0.0001;39;147,940;0.6926;272.49;0.1490;2016314193PNS
Table 7;2014;1;34699;Steamboat Springs, CO;12094;HDN;24;51,530;0.0000;289.83;0.2707;;;;;;24;51,530;0.0000;289.83;0.2707;2014112094HDN
Table 7;2014;4;34100;Philadelphia, PA;14100;PHL;129;3,417,140;0.6561;244.35;0.0867;58;1,299,830;0.4052;223.48;0.2465;71;2,117,310;0.8102;257.16;0.0172;2014414100PHL
Table 7;2015;2;30666;Bellingham, WA;10666;BLI;15;148,610;0.0000;120.08;-0.4303;2;6,060;0.0000;162.51;-0.3777;13;142,550;0.0000;118.27;-0.4331;2015210666BLI
Table 7;2015;2;33851;Oklahoma City, OK;13851;OKC;84;677,790;0.8486;249.98;0.0312;24;249,680;0.7342;222.70;-0.0332;60;428,110;0.9154;265.90;0.0660;2015213851OKC
Table 7;2009;4;31823;Fort Wayne, IN;11823;FWA;36;64,490;0.0000;213.14;-0.0026;15;22,240;0.0000;233.13;0.1080;21;42,250;0.0000;202.61;-0.0595;2009411823FWA
Table 7;2015;4;30562;Mobile, AL;13422;MOB;31;58,140;0.0000;291.75;0.3485;6;21,910;0.0000;274.41;0.6941;25;36,230;0.0000;302.24;0.2126;2015413422MOB
Table 7;2013;3;32467;Miami, FL (Metropolitan Area);13303;MIA;126;1,765,510;0.0000;222.78;-0.0097;28;297,860;0.0000;189.26;-0.0354;98;1,467,650;0.0000;229.58;-0.0053;2013313303MIA
Table 7;2018;1;31337;Duluth, MN;11337;DLH;7;11,220;0.0000;250.15;-0.0166;2;4,630;0.0000;181.80;-0.1393;5;6,590;0.0000;298.17;0.0473;2018111337DLH
Table 7;2017;4;34576;Rochester, NY;14576;ROC;64;442,440;0.7285;222.87;0.0649;28;222,400;0.6164;195.61;0.2321;36;220,040;0.8418;250.42;-0.0381;2017414576ROC
Table 7;2014;2;31252;Daytona Beach, FL;11252;DAB;46;111,950;0.0000;206.43;-0.1659;7;28,920;0.0000;201.89;-0.1138;39;83,030;0.0000;208.01;-0.1822;2014211252DAB
Table 7;2014;4;30158;Atlantic City, NJ;10158;ACY;7;178,460;1.0000;101.56;-0.5161;2;13,900;1.0000;84.13;-0.6241;5;164,560;1.0000;103.03;-0.5063;2014410158ACY
Table 7;2009;4;31267;Dayton, OH;11267;DAY;64;438,820;0.7944;167.87;-0.1315;29;195,560;0.6215;163.08;-0.0741;35;243,260;0.9334;171.71;-0.1707;2009411267DAY
Table 7;2008;4;32896;Lubbock, TX;12896;LBB;34;189,810;0.8301;149.15;-0.0486;12;151,830;0.8545;127.87;-0.0868;22;37,980;0.7328;234.23;0.0470;2008412896LBB
Table 7;2016;4;30615;El Paso, TX;11540;ELP;68;533,130;0.8646;244.55;0.0812;20;305,830;0.8669;208.20;0.0665;48;227,300;0.8614;293.46;0.0955;2016411540ELP
Table 7;2010;4;32441;Jackson, WY;12441;JAC;24;30,180;0.0000;307.58;0.3428;4;6,250;0.0000;243.37;0.1305;20;23,930;0.0000;324.35;0.3941;2010412441JAC
Table 7;2020;1;34711;Philipsburg/State College, PA;14711;SCE;16;20,790;0.2665;220.48;-0.0277;5;5,650;0.0000;242.71;0.5797;11;15,140;0.3659;212.18;-0.1648;2020114711SCE
Table 7;2009;2;30208;Augusta, GA;10208;AGS;32;47,930;0.0000;232.42;0.1337;15;26,920;0.0000;209.64;0.0227;17;21,010;0.0000;261.60;0.2759;2009210208AGS
Table 7;2011;2;31423;Des Moines, IA;11423;DSM;60;325,640;0.5953;236.64;0.0453;16;86,800;0.4700;255.28;0.3182;44;238,840;0.6408;229.86;-0.0354;2011211423DSM
Table 7;2015;4;31252;Daytona Beach, FL;11252;DAB;36;77,800;0.0000;208.73;-0.1570;7;24,820;0.0000;197.52;-0.1097;29;52,980;0.0000;213.98;-0.1759;2015411252DAB
Table 7;2017;2;30627;Bismarck/Mandan, ND;10627;BIS;24;66,720;0.6488;213.91;-0.1248;4;17,880;0.4217;225.81;0.0991;20;48,840;0.7320;209.55;-0.1900;2017210627BIS
Table 7;2014;2;33728;Pensacola, FL;14193;PNS;63;273,240;0.4993;262.66;0.0934;21;112,750;0.4475;230.71;0.0043;42;160,490;0.5357;285.11;0.1514;2014214193PNS
Table 7;2020;1;32575;Los Angeles, CA (Metropolitan Area);12954;LGB;135;541,710;0.9867;131.61;-0.2756;21;406,630;0.9968;115.41;-0.2827;114;135,080;0.9562;180.41;-0.2615;2020112954LGB
Table 7;2012;1;33198;Kansas City, MO;13198;MCI;101;1,672,780;0.8901;192.78;-0.1038;37;723,080;0.8127;175.15;-0.1143;64;949,700;0.9491;206.20;-0.0968;2012113198MCI
Table 7;2010;2;34252;Pasco/Kennewick/Richland, WA;14252;PSC;21;74,220;0.0000;182.13;-0.1108;6;37,830;0.0000;135.79;-0.2652;15;36,390;0.0000;230.32;0.0206;2010214252PSC
Table 7;2012;1;30990;Charlottesville, VA;10990;CHO;26;43,310;0.0000;236.02;-0.0786;9;21,840;0.0000;205.27;-0.1304;17;21,470;0.0000;267.30;-0.0337;2012110990CHO
Table 7;2016;2;30189;Colorado Springs, CO;11109;COS;58;197,420;0.1227;246.81;0.0329;9;59,910;0.4044;176.25;-0.1759;49;137,510;0.0000;277.56;0.1107;2016211109COS
Table 7;2016;3;30666;Bellingham, WA;10666;BLI;17;124,320;0.8358;106.60;-0.4872;3;7,760;0.0000;162.48;-0.2753;14;116,560;0.8914;102.88;-0.5025;2016310666BLI
Table 7;2007;4;30157;Eureka/Arcata, CA;10157;ACV;7;20,780;0.0000;191.07;-0.0081;7;20,780;0.0000;191.07;-0.0081;;;;;;2007410157ACV
Table 7;2017;4;31898;Grand Forks, ND;11898;GFK;8;22,870;0.7648;173.99;-0.2005;1;2,580;0.0000;277.00;144.1440;7;20,290;0.8620;160.89;-0.3435;2017411898GFK
Table 7;2009;1;30408;Appleton, WI;10408;ATW;30;70,750;0.0000;182.34;-0.1063;5;7,590;0.0000;212.06;-0.1013;25;63,160;0.0000;178.77;-0.1070;2009110408ATW
Table 7;2013;4;33277;Montgomery, AL;13277;MGM;19;22,870;0.0000;273.90;0.2660;6;12,860;0.0000;253.21;0.2716;13;10,010;0.0000;300.47;0.2600;2013413277MGM
Table 7;2008;3;30852;Washington, DC (Metropolitan Area);12264;IAD;179;2,060,750;0.7915;251.44;0.2078;79;619,630;0.6294;192.79;0.3078;100;1,441,120;0.8612;276.66;0.1808;2008312264IAD
Table 7;2011;2;32124;Hilton Head, SC;12124;HHH;12;12,310;0.0000;275.48;0.4567;9;8,870;0.0000;275.32;0.5216;3;3,440;0.0000;275.90;0.3125;2011212124HHH
Table 7;2017;1;33244;Memphis, TN;13244;MEM;73;652,060;0.5641;239.16;0.6913;35;349,160;0.4806;225.89;-1.9527;38;302,900;0.6604;254.45;3.5490;2017113244MEM
Table 7;2020;1;34457;Rapid City, SD;14457;RAP;15;38,410;0.4030;188.93;-0.0810;2;7,950;0.0000;249.41;0.4524;13;30,460;0.5082;173.14;-0.1925;2020114457RAP
Table 7;2015;3;34492;Raleigh/Durham, NC;14492;RDU;102;1,884,150;0.8002;219.23;0.0053;57;1,214,900;0.7582;191.11;-0.0076;45;669,250;0.8765;270.29;0.0224;2015314492RDU
Table 7;2011;1;31995;Greensboro/High Point, NC;11995;GSO;63;261,720;0.0000;209.19;-0.0287;41;181,210;0.0000;191.08;-0.0358;22;80,510;0.0000;249.94;-0.0162;2011111995GSO
Table 7;2010;4;33342;Milwaukee, WI;13342;MKE;95;1,509,660;0.9070;148.46;-0.2043;40;469,930;0.8336;136.72;-0.2009;55;1,039,730;0.9401;153.77;-0.2057;2010413342MKE
Table 7;2010;2;30994;Charleston, SC;10994;CHS;65;392,810;0.0000;240.17;0.1970;35;217,530;0.0000;232.77;0.1998;30;175,280;0.0000;249.34;0.1938;2010210994CHS
Table 7;2018;2;34303;Pullman, WA;14303;PUW;8;13,350;0.0000;176.92;-0.3287;4;10,880;0.0000;166.39;-0.3400;4;2,470;0.0000;223.30;-0.2888;2018214303PUW
Table 7;2014;1;31641;Fayetteville, NC;11641;FAY;33;46,280;0.0000;237.43;-0.0301;18;23,380;0.0000;213.28;-0.0234;15;22,900;0.0000;262.09;-0.0356;2014111641FAY
Table 7;2008;2;31066;Columbus, OH;11066;CMH;93;1,403,790;0.6994;180.54;-0.0186;54;714,980;0.5302;168.51;0.0720;39;688,810;0.8751;193.03;-0.0885;2008211066CMH
Table 7;2017;4;31637;Fargo, ND;11637;FAR;36;101,260;0.3325;260.52;0.0548;4;14,990;0.0000;321.92;0.7539;32;86,270;0.3903;249.85;-0.0316;2017411637FAR
Table 7;2011;4;31641;Fayetteville, NC;11641;FAY;41;67,210;0.0000;239.32;0.0043;23;35,970;0.0000;218.76;-0.0237;18;31,240;0.0000;262.98;0.0327;2011411641FAY
